5000;10000;20000;30000;38000;42195;42173,1;40102,2;41575,5;42190,53964;42157,28099;42176,26998;42175,62227;42192,1605;42189,93488;42056,02079;42167,94125
5000;10000;20000;30000;37961,5;41954;41794,3;40046,9;41538,6;42066,0313;42127,99057;42161,29792;42162,71367;42189,32138;42187,40277;42046,93938;41938,30668
4994,5;10000;20000;29994,5;37934;41845,3;41191,8;39964,3;41437,3;41959,89329;42115,44999;42138,85977;42136,92017;42169,45823;42177,27739;41951,8208;41872,56943
4994,5;10000;20000;29994,5;37618,4;41469,5;40774,1;39637;41382,2;41819,20631;42073,70192;42123,91426;42127,25573;42143,94737;42174,74681;41915,69826;41811,12766
4994,5;10000;20000;29994,5;37591,4;40871,6;39973,4;38759,7;41286,2;41744,84939;42057,02586;42120,17954;42107,94017;42135,4506;42164,6275;41848,13588;41406,0792
4994,5;10000;20000;29994,5;37425,1;40457,1;37480,2;38725,2;41177,1;41705,59091;42052,85891;42097,78511;42104,72263;42129,788;42146,93039;41814,4363;41228,34499
4665,3;9366,6;18758,3;28272,9;35741,5;39662,7;37428,5;38630,8;41036,9;41696,87683;41944,80729;42067,9629;42095,07296;42126,95727;42139,35046;41812,19159;41178,69382
4432,5;8821,5;17653,6;26590;33624;37188,9;37351,3;38579,5;40844,1;41605,59835;41886,85532;42049,34546;42091,85738;42126,95727;42078,80904;41803,21517;41150,94137
4432,5;8821,5;17653,6;26585,7;33615,4;37137,6;37045,4;38490;40817,4;41592,59118;41878,58954;42015,87556;42088,6423;42104,3251;42076,29025;41771,82801;40932,22108
4432,5;8821,5;17649,5;26585,7;33542,3;37061;36225,5;38388,2;40551,7;41514,71864;41870,32702;42004,73077;42088,6423;42095,8443;42068,73571;41691,33417;40895,01531
4432,5;8821,5;17649,5;26585,7;33405,5;36757,5;36193,3;38257,6;40442;41514,71864;41824,94137;41993,59189;42085,42771;42093,01813;42036,03068;41677,94868;40530,48717
4432,5;8817,2;17649,5;26585,7;33375,8;35943,9;36105;38077,9;40341,6;41355,55953;41812,58053;41993,59189;42075,78688;42084,54188;41988,32238;41660,11473;40488,25392
4432,5;8817,2;17649,5;26285,7;32672,9;35911,9;36057;38052,9;40254,7;41338,4262;41791,99537;41971,33183;42072,57425;42084,54188;41968,26706;41628,94201;40404,05091
4428,2;8817,2;17359,8;25774,6;32378,4;35824,4;35973,4;37805,2;40254,7;41159,37971;41775,54183;41967,62412;42066,15047;42076,06906;41963,25622;41615,59655;40246,16314
4398,1;8731,8;17273,1;25754,2;32258,9;35776,8;35878,3;37703;40220,1;41074,66348;41775,54183;41967,62412;42062,93931;42073,24554;41950,73436;41606,70433;39575,39375
4393,8;8719,2;17230,1;25721,7;32152,1;35693,8;35756,2;37609,4;40211,4;41007,14117;41750,8858;41960,21065;42059,72865;42067,59964;41950,73436;41562,30016;
4393,8;8681,4;17230,1;25709,6;32148,1;35599,4;35588,2;37528,4;40151;40969,25734;41742,67358;41956,5049;42056,51847;42047,85092;41930,71492;41502,50466;
4368,4;8677,2;17195,1;25685,3;32093;35478,3;35564,9;37528,4;40142,3;40868,57516;41689,37285;41949,09536;42056,51847;42042,21183;41838,37301;41394,42522;
4364,2;8677,2;17195,1;25560,4;32085,2;35311,6;35333,4;37496,1;40120,8;40860,20731;41668,9088;41945,39158;42053,30878;42022,48693;41825,92556;41306,61354;
4364,2;8656,4;17195,1;25401,2;31870,7;35288,4;35237,8;37488;40077,8;40860,20731;41652,55201;41941,68844;42046,89088;42011,22387;41714,23091;41297,85286;
4360;8652,3;17195,1;25397,2;31705;35058,7;35150,4;37431,6;40000,6;40839,30267;41644,37843;41923,18258;42034,06095;41997,15353;41711,75558;41291,28479;
4355,8;8652,3;17191,2;25377,4;31693,5;34963,9;35074,7;37423,6;39635,8;40835,12431;41636,20806;41923,18258;42024,44364;41997,15353;41709,28054;41158,18564;
4334,9;8648,1;17183,5;25338;31693,5;34877,1;35074,7;37403,5;39560,3;40826,77015;41619,87694;41919,48337;42014,83073;41997,15353;41632,69989;41084,37098;
4334,9;8648,1;17148,6;25338;31620,8;34802;35044,5;37363,4;39514,3;40818,41941;41538,41309;41915,78481;42014,83073;41997,15353;41627,76886;41021,62032;
4306,1;8627,5;16950,1;25275,2;31598;34802;35036,9;37291,4;39397,7;40789,2187;41497,80065;41912,0869;41998,81898;41971,85065;41608,05641;40965,52385;
4306,1;8611;16950,1;25267,3;31525,8;34772,1;34984,2;36951,4;39298,3;40785,05058;41477,52419;41900,99709;41960,44053;41952,1917;41608,05641;40843,0784;
4302;8521,5;16950,1;25208,7;31469;34764,6;34976,7;36881;39166,5;40598,36283;41420,85537;41893,60714;41954,05094;41946,57824;41580,98225;40821,67217;
4302;8517,5;16946,4;25200,9;31405;34712,3;34957,9;36838,1;39096,9;40585,97773;41400,65402;41886,2198;41944,4702;41935,35583;41539,20961;40787,46884;
4302;8517,5;16946,4;25142,6;31405;34704,8;34920,5;36729,4;39060,1;40528,28036;41384,50712;41882,52711;41931,70269;41929,74687;41536,75501;40729,88051;
4273,6;8517,5;16946,4;25142,6;31401,2;34686,2;34853,2;36636,7;39052;40417,46886;41376,43839;41867,76284;41928,51202;41890,52616;41526,9395;40683,07678;
4265,5;8513,4;16942,6;25084,6;31333,7;34649;34535,4;36513,9;38966,5;40388,8388;41376,43839;41853,00899;41912,56598;41884,92919;41512,22495;40541,19847;
4245,5;8489,4;16878,7;25073;31318,7;34582,3;34469,6;36449;38954,3;40356,16835;41332,11656;41845,63596;41909,37823;41882,13126;41490,17265;40513,7844;
4241,6;8457,6;16822,8;24992,3;31044,3;34266,9;34429,5;36414,7;38881,4;40327,62504;41332,11656;41834,58128;41909,37823;41837,41525;41473,03705;40511,67716;
4241,6;8457,6;16819,1;24984,7;30901,6;34201,7;34327,9;36407,1;38881,4;40323,55072;41303,96117;41830,89768;41909,37823;41837,41525;41460,806;40505,35675;
4241,6;8457,6;16819,1;24946,5;30883,4;34161,9;34241,3;36327,4;38732,3;40209,80304;41287,88959;41827,21474;41906,19097;41823,46108;41433,92308;40459,06732;
4237,6;8457,6;16759,9;24946,5;30691,8;34061,1;34126,5;36316;38716,3;40197,65384;41267,8177;41819,85079;41903,00418;41812,30443;41433,92308;40387,73684;
4237,6;8453,6;16759,9;24919,8;30691,8;33975,1;34065,8;36248;38548,6;40177,42148;41243,75717;41812,48944;41899,81788;41809,5162;41426,59742;40256,22829;
4237,6;8453,6;16748,8;24896,9;30684,6;33861,2;34033,8;36248;38469,2;40161,25025;41219,72468;41801,45227;41893,44674;41798,367;41375,39025;40208,43039;
4233,6;8363,5;16719,4;24832,5;30605,8;33801;34026,7;36109,1;38406;40132,9819;41203,71857;41801,45227;41887,07754;41792,79463;41363,21672;40090,46248;
4194,4;8294,3;16624,5;24682,1;30591,5;33769,2;33952,2;36094,1;38370,5;40084,61434;41187,72489;41794,09739;41887,07754;41778,87019;41351,05036;40063,65439;
4148,4;8290,4;16548,6;24511,4;30580,8;33762,2;33941,6;35937,8;38276,2;40072,54066;41179,73271;41764,70374;41883,89366;41773,30302;41331,59905;40047,17492;
4148,4;8286,6;16484,1;24478,3;30538,1;33688,3;33878;35863,8;38268,4;39976,21244;41179,73271;41761,03244;41883,89366;41773,30302;41319,45127;39971,13338;
4140,8;8282,8;16314,5;24332,2;30516,8;33677,7;33878;35804,8;38268,4;39932,21661;41167,75024;41753,69177;41880,71027;41764,95504;41319,45127;39964,9805;
4140,8;8233,7;16304,1;24310,4;30502,6;33614,7;33748,1;35771,8;38248,8;39896,29198;41155,77475;41720,6907;41877,52736;41762,17312;41285,47545;39938,33991;
4084,8;8188,8;16269,2;24303,2;30484,8;33614,7;33734,1;35683,9;38244,9;39892,30435;41151,78447;41720,6907;41877,52736;41762,17312;41261,2412;39856,59119;
4077,4;8181,4;16269,2;24299,6;30393;33485,8;33588;35676,5;38237,1;39872,37812;41143,80622;41717,02713;41877,52736;41756,61039;41251,55546;39817,87766;
4077,4;8151,8;16196,6;24281,5;30382,4;33471,9;33518,9;35676,5;38229,2;39765,11956;41076,11584;41706,04029;41874,34494;41756,61039;41222,52551;39787,36744;
4073,7;8107,9;16193,1;24241,7;30326,2;33327;33463,8;35658,3;38201,9;39725,54046;41072,14099;41698,71895;41836,19353;41745,48938;41164,58802;39742,70359;
4059,1;8100,6;16016;24212,9;30301,6;33258,4;33432,9;35654,6;38198;39697,88194;41056,24927;41687,74175;41833,01739;41703,8383;41162,17749;39708,25924;
4051,9;8096,9;15992,4;24130,5;30291,1;33203,7;33350,7;35647,4;38023,1;39697,88194;41040,36985;41684,08397;41829,84172;41703,8383;41159,76724;39673,87454;
4041;8071,6;15992,4;24013,3;30277,1;33173;33343,9;35640,1;38011,5;39642,68027;41016,57373;41680,42683;41826,66654;41673,34696;41145,3117;39665,79268;
4037,4;8028,5;15989,1;23893,6;30106,8;33091,5;33343,9;35614,6;37957,5;39615,13697;41000,72498;41658,49746;41817,14389;41662,27025;41138,08773;39649,63882;
4016;8014,2;15969;23883,1;30089,5;33084,7;33326,8;35610,9;37853,7;39603,34441;40992,8052;41632,94234;41810,79786;41662,27025;41121,24166;39647,62051;
4005,3;7978,8;15922,2;23879,6;30061,9;33084,7;33323,4;35447,9;37826,9;39564,08654;40984,88847;41611,06289;41807,62557;41656,7341;41118,83621;39647,62051;
4005,3;7975,2;15922,2;23865,6;30037,8;33067,8;33316,6;35437,1;37796,3;39548,40517;40980,93125;41552,82997;41807,62557;41642,90017;41114,02614;39647,62051;
4005,3;7975,2;15902,3;23806,4;29921,3;33064,4;33309,8;35386,7;37769,6;39544,48677;40969,06419;41527,40428;41794,94122;41631,83964;41044,40646;39645,60241;
3998,2;7975,2;15895,6;23802,9;29863,3;33057,6;33286;35290;37765,8;39442,88023;40957,20399;41516,51708;41794,94122;41631,83964;41034,82224;39645,60241;
3998,2;7975,2;15895,6;23799,4;29849,7;33050,9;33282,6;35265;37659,2;39388,38498;40901,94709;41505,63559;41791,77133;41626,31158;40991,7486;39641,56683;
3998,2;7971,7;15885,7;23764,8;29842,9;33027,2;33130,2;35236,5;37647,9;39380,61223;40854,70257;41498,38443;41791,77133;41623,5481;40989,35827;39639,54934;
3980,7;7971,7;15885,7;23730,2;29842,9;33023,9;33120,1;35211,5;37628,9;39372,84256;40854,70257;41494,7598;41788,60193;41623,5481;40958,30935;39639,54934;
3977,2;7964,7;15846;23730,2;29839,5;32872,7;33073;35208;37613,8;39330,16407;40835,04955;41494,7598;41779,0966;41606,97492;40953,53676;39639,54934;
3977,2;7957,7;15793,4;23695,7;29826;32862,7;32982,6;35108,7;37587,3;39318,54054;40819,34074;41476,64615;41772,76211;41601,45345;40943,99493;39637,53206;
3973,7;7954,1;15760,7;23678,5;29758,3;32816;32959,2;35098;37542;39299,18324;40784,04007;41447,69717;41753,77018;41593,17401;40932,0739;39637,53206;
3973,7;7936,6;15760,7;23675;29650,6;32726,2;32932,6;35080,4;37530,7;39283,71112;40780,12154;41436,85172;41753,77018;41584,89786;40915,3961;39637,53206;
3970,2;7929,7;15754,2;23647,6;29650,6;32703;32909,3;35066,3;37440,5;39283,71112;40764,45496;41433,23783;41741,11848;41584,89786;40913,01467;39637,53206;
3959,8;7922,7;15754,2;23647,6;29523,7;32676,6;32906;35041,6;37399,3;39260,52577;40764,45496;41426,01195;41737,95675;41565,59964;40913,01467;39637,53206;
3959,8;7922,7;15754,2;23644,1;29507,1;32653,5;32813,1;34999,3;37365,6;39252,8034;40721,43385;41418,78858;41728,47444;41565,59964;40905,87203;39637,53206;
3959,8;7922,7;15750,9;23637,3;29497,1;32650,2;32803,2;34988,8;37361,9;39202,68196;40698,00604;41400,74118;41722,1553;41565,59964;40898,73189;39637,53206;
3956,3;7922,7;15750,9;23603,1;29473,9;32558,1;32786,7;34904,7;37343,2;39183,43854;40690,20276;41397,13358;41690,58826;41565,59964;40898,73189;39635,51499;
3956,3;7915,8;15750,9;23596,2;29473,9;32548,2;32773,5;34866,3;37242,8;39168,05741;40670,70765;41361,0922;41668,51974;41505,06454;40896,3524;39633,49812;
3932,3;7881,2;15750,9;23538,3;29470,6;32531,9;32750,4;34834,9;37205,7;39160,37137;40627,88408;41353,89145;41652,77081;41505,06454;40889,21558;39625,43269;
3932,3;7840,1;15744,4;23528,1;29424,3;32518,8;32711;34831,4;37179,8;39152,68835;40616,22057;41343,09503;41649,62245;41485,84034;40877,32641;39601,2561;
3918,7;7840,1;15737,9;23413,3;29388;32495,9;32701,1;34814;37179,8;39137,33134;40608,44862;41314,33212;41643,32716;41483,09547;40877,32641;39520,8801;
3915,3;7840,1;15734,7;23399,8;29374,9;32456,7;32622,5;34720,4;37128,1;39060,72666;40589,03175;41242,59962;41637,03378;41477,60684;40874,94941;39478,81317;
3915,3;7833,3;15689,3;23312,8;29371,6;32446,9;32586,6;34685,8;37102,3;39022,53666;40589,03175;41242,59962;41633,8878;41466,63393;40874,94941;39426,85421;
3911,9;7812,9;15686;23312,8;29368,3;32368,9;32557,3;34661,7;37091,2;39003,46966;40577,39054;41206,8267;41627,59727;41458,40805;40836,95492;39426,85421;
3908,5;7812,9;15573,7;23312,8;29358,4;32333,3;32554;34661,7;37054,5;38950,18103;40573,51161;41192,5349;41621,30863;41450,18544;40832,21057;39382,99565;
