5000;10000;20000;30000;38000;42195;42054,11519;42032,96472;42105,12276;42075,42979;42174,12379;42191,26659;42195;42189,33738;42172,27379;42135,78534
5000,0;10000,0;20000,0;30000,0;37994,5;42025,8;42048,71533;41638,21862;42100,40298;42044,54064;42119,94219;42183,80175;42175,68437;42180,8463;42147,05114;42115,32666
5000,0;9994,4;19994,8;30000,0;37994,5;41874,2;42000,17891;40185,94481;41959,30008;41978,50209;42107,45851;42150,24264;42166,03318;42178,0167;42144,53053;42103,96931
5000,0;9994,4;19994,8;30000,0;37994,5;41729,0;41865,94158;39929,39979;41800,52254;41917,05301;42074,20484;42146,51715;42162,8171;42175,18748;42144,53053;41925,33271
5000,0;9988,9;19994,8;30000,0;37950,9;41723,6;41668,83764;39725,60905;41555,39887;41855,78357;42070,05182;42139,06813;42146,74405;42155,39356;42139,49022;41884,84253
4994,5;9988,9;19994,8;29994,5;37901,9;41675,5;41073,0459;39604,33005;41082,66189;41820,85281;42045,15093;42131,62175;42137,10611;42144,09109;42136,97052;41857,89249
4994,5;9988,9;19994,8;29994,5;37874,8;41542,3;40852,71894;39461,54743;40957,21865;41794,69297;42045,15093;42101,86253;42133,89444;42129,97152;42136,97052;41844,43048
4994,5;9988,9;19994,8;29994,5;37793,6;41346,7;40574,32722;39386,11211;40943,82372;41781,62533;42036,85719;42090,71366;42133,89444;42127,14874;42129,41322;41795,14375
4994,5;9988,9;19994,8;29994,5;37750,4;40755,5;39737,3371;39266,89406;40393,38514;41655,72475;42020,2795;42068,43361;42130,68326;42107,39988;42121,85864;41792,9062
4994,5;9983,4;19994,8;29994,5;37057,3;40536,9;39298,61934;39262,49243;40362,99785;41655,72475;42020,2795;42061,01217;42127,47257;42082,03567;42076,58795;41701,3726
4994,5;9983,4;19989,5;29994,5;36845,6;40260,6;38929,55243;39130,90102;40358,66054;41539,18713;41995,43748;42042,47002;42124,26236;42062,32907;42074,07577;41630,20984
4994,5;9983,4;19984,3;29989,0;36748,3;39430,1;37571,75252;38982,82638;40185,92927;41483,30867;41978,89245;42038,76355;42117,84343;42059,51535;42056,49887;41585,85633
4989,0;9983,4;19849,1;29428,8;36702,4;38994,8;37331,89637;38754,22605;40147,26831;41461,85697;41962,36044;42031,35258;42117,84343;42051,07644;42006,35998;41565,92807
4989,0;9983,4;19700,5;29423,5;36374,2;38628,6;37141,36271;38313,35539;40082,9984;41431,86182;41954,09932;42027,64807;42111,42645;42039,82983;41998,84945;41490,81557
4950,8;9809,3;19649,8;29187,6;35968,4;37281,3;37027,9732;38196,36805;39735,26185;41410,46328;41941,71374;42023,94421;42092,18724;42037,01912;41991,34162;41488,61049
4525,5;8986,5;17877,2;26769,6;33733,6;37043,3;36894,47893;38183,87605;39701,65909;41184,99024;41916,9645;42023,94421;42088,98241;42031,39882;41981,33534;41404,99072
4521,0;8982,0;17873,0;26712,9;33725,0;36854,2;36823,95086;37670,54151;39601,19095;41071,06803;41916,9645;42020,24101;42085,77807;42022,97119;41978,83451;41280,19116
4521,0;8982,0;17868,9;26691,1;33643,5;36741,7;36712,48823;37642,20258;39418,31392;40953,59025;41838,78423;42012,83656;42082,57422;41997,70857;41971,33383;41232,22389
4521,0;8982,0;17682,5;26686,8;33639,2;36609,2;36708,37294;37638,15764;39389,37546;40941,0432;41830,57169;42012,83656;42060,16092;41983,6869;41971,33383;41199,58281
4521,0;8955,2;17662,0;26385,9;33266,7;36539,3;36585,34186;37477,06987;39327,50733;40878,42307;41760,89506;42009,13532;42031,37888;41980,88369;41951,3451;41186,54084
4516,5;8810,6;17568,5;26187,7;32988,6;36428,7;36446,89983;37441,01497;39269,93883;40832,62324;41720,01713;42005,43473;42015,40587;41975,27839;41948,84785;41119,28865
4467,5;8810,6;17492,0;26187,7;32984,5;36424,6;36233,1705;37381,07737;39212,53863;40828,46471;41695,52876;41986,94153;42015,40587;41964,07228;41916,4106;41117,12288
4467,5;8810,6;17488,0;26183,5;32980,4;36302,5;35820,97954;37056,7811;39179,81379;40820,15019;41687,37236;41986,94153;41999,44499;41961,27169;41884,02348;41101,96888
4389,5;8733,6;17488,0;26183,5;32972,2;36165,1;35711,60251;37025,44345;39155,30598;40766,18822;41630,36677;41975,85343;41993,06404;41961,27169;41871,58021;41091,15144
4389,5;8733,6;17142,2;25824,4;32715,2;35953,1;35699,92314;36931,74768;39143,06357;40704,10143;41626,30091;41972,1587;41977,12013;41955,67163;41866,60498;41076,01657
4351,6;8583,7;17008,5;25562,5;32430,3;35544,0;35219,98225;36761,19805;39025,11378;40642,20347;41589,74385;41920,50066;41970,74596;41950,07306;41839,2623;40989,74508
